amenity,bar
amenity,cafe
amenity,fast_food
amenity,pub
amenity,restaurant
amenity,college
amenity,university
amenity,fuel
amenity,bank
amenity,pharmacy
amenity,casino
amenity,nightclub
building,hotel
building,apartments
building,retail
building,supermarket
craft,bakery
shop,alcohol
shop,bakery
shop,beverages
shop,brewing_supplies
shop,butcher
shop,cheese
shop,chocolate
shop,coffee
shop,confectionery
shop,convenience
shop,deli
shop,dairy
shop,farm
shop,frozen_food
shop,greengrocer
shop,health_food
shop,ice_cream
shop,organic
shop,pasta
shop,pastry
shop,seafood
shop,spices
shop,tea
shop,wine
shop,water
shop,department_store
shop,general
shop,kiosk
shop,mall
shop,supermarket
shop,wholesale
shop,baby_goods
shop,bag
shop,boutique
shop,clothes
shop,fabric
shop,fashion
shop,jewelry
shop,leather
shop,sewing
shop,shoes
shop,tailor
shop,watches
shop,charity
shop,second_hand
shop,variety_store
shop,beauty
shop,chemist
shop,cosmetics
shop,drugstore
shop,hairdresser
shop,hairdresser_supply
shop,hearing_aids
shop,herbalist
shop,massage
shop,medical_supply
shop,nutrition_supplements
shop,optician
shop,perfumery
shop,tattoo
shop,agrarian
shop,appliance
shop,bathroom_furnishing
shop,doityourself
shop,electrical
shop,energy
shop,fireplace
shop,florist
shop,garden_centre
shop,garden_furniture
shop,gas
shop,glaziery
shop,hardware
shop,houseware
shop,locksmith
shop,paint
shop,security
shop,trade
shop,antiques
shop,bed
shop,candles
shop,carpet
shop,curtain
shop,doors
shop,flooring
shop,furniture
shop,interior_decoration
shop,kitchen
shop,lamps
shop,tiles
shop,window_blind
shop,computer
shop,robot
shop,electronics
shop,hifi
shop,mobile_phone
shop,radiotechnics
shop,vacuum_cleaner
shop,atv
shop,bicycle
shop,boat
shop,car
shop,car_repair
shop,car_parts
shop,fuel
shop,fishing
shop,free_flying
shop,hunting
shop,jetski
shop,motorcycle
shop,outdoor
shop,scuba_diving
shop,ski
shop,snowmobile
shop,sports
shop,swimming_pool
shop,tyres
shop,art
shop,collector
shop,craft
shop,frame
shop,games
shop,model
shop,music
shop,musical_instrument
shop,photo
shop,camera
shop,trophy
shop,video
shop,video_games
shop,anime
shop,books
shop,gift
shop,lottery
shop,newsagent
shop,stationery
shop,ticket
shop,bookmaker
shop,copyshop
shop,dry_cleaning
shop,funeral_directors
shop,laundry
shop,money_lender
shop,party
shop,pawnbroker
shop,pet
shop,pyrotechnics
shop,religion
shop,storage_rental
shop,tobacco
shop,toys
shop,travel_agency
tourism,hotel
craft,car_repair
craft,electronics_repair
craft,jeweller
craft,optician
